indice,CIE DL,CIE Da,CIE Db,CIE DC,CIE DH,y,XGBoost,KNeighbors,RedesNeuronales,SVC,GaussianNB,RandomF,CantCoincidencia
1036,1.50640030855422,2.5227745458555497,0.7656253160256825,2.21205237678372,0.8250671223089062,0,0,0,0,0,0,0,6
764,1.1492448156844717,-0.5172303439239024,-0.7563988039417792,0.3845953145905369,0.414194036587846,0,0,0,0,0,0,0,6
331,-0.6127222824729543,0.1715207639167546,-0.0905132514560146,-0.0462685456013516,0.5511517318281994,0,0,0,0,0,0,0,6
379,-0.43414453603808,0.5040212987363822,-0.2332030127029642,0.1468773227605294,0.8478934048489651,0,0,0,0,0,0,0,6
640,1.7683143366587022,-0.8022308023407261,0.8131885697746657,-0.9525683894532552,-0.3162470046940389,0,0,0,0,0,0,0,6
912,1.244486280449738,-0.5409803821253043,0.3058471964521784,0.5628838084630425,-0.8412515031153935,0,0,0,0,0,0,0,6
1028,1.3516329283106625,-0.3034800001112847,-1.644246207256132,-0.061125920090727,-1.8227816523379263,0,0,0,0,0,0,0,6
92,-1.243696986542843,-0.018479541694461,-0.185639758953981,0.0280183268455257,0.3457151889676693,0,0,0,0,0,0,0,6
192,-0.1484201417422812,0.1002706493125487,0.1314485993725735,-0.2542717884526081,0.5283254492881405,0,0,0,0,0,0,0,6
1133,-1.9818183384736567,-0.3747301147154905,1.8595801522522952,-1.7845813608582812,-1.1151668935961003,1,0,0,0,0,0,0,0
872,-0.6722481979512457,0.5515213751391862,1.9547066597502616,0.80060180029305,-3.397795147601991,0,0,0,0,0,0,0,6
368,-0.3150927050814971,0.0052704965069409,-0.0270955797907037,-0.1205554180482289,0.414194036587846,0,0,0,0,0,0,0,6
890,0.2563560835101003,-0.1134796945000689,1.2095490176828587,0.770887051314299,-2.142349607898751,0,0,0,0,0,0,0,6
401,-0.8032052120034867,0.1240206875139507,0.0363220918746071,-0.1502701670269798,0.5511517318281994,0,0,0,0,0,0,0,6
224,-0.7198689303338788,0.2665209167223626,0.1948662710378843,-0.2691291629419836,0.7109357096086116,0,0,0,0,0,0,0,6
435,-0.0412734938813567,-0.3272300383126866,-0.4234560276988969,0.2211641952074067,0.0261472334068446,0,0,0,0,0,0,0,6
326,-0.0412734938813567,0.1477707257153527,0.0838853456235902,-0.1948422904951062,0.5739780143682583,0,0,0,0,0,0,0,6
1134,-1.0770244232036272,-0.3034800001112847,-0.7722532218581069,0.5183116849949161,0.2315837762673747,1,0,0,0,0,0,0,0
2,0.2682612666057586,-0.4222301911182945,-0.3283295202009305,0.132019948271154,-0.0651578967533909,0,0,0,0,0,0,0,6
569,1.042098167823547,-0.5884804585281083,-0.2173485947866364,0.0131609523561502,-0.2021155919937444,0,0,0,0,0,0,0,6
152,-0.9698777753427028,0.1715207639167546,0.0204676739582794,-0.1354127925376044,0.5739780143682583,0,0,0,0,0,0,0,6
193,-0.3150927050814971,0.1240206875139507,0.0680309277072626,-0.1948422904951062,0.5283254492881405,0,0,0,0,0,0,0,6
1084,0.8873307875799893,-1.4672318719799813,-0.2966206843682751,-0.3879881588569873,0.5283254492881405,0,0,0,0,0,0,0,6
552,0.577796027092874,0.0527705729097448,-0.0429499977070315,-0.1056980435588534,0.414194036587846,0,0,0,0,0,0,0,6
819,-0.7317741134295371,0.2190208403195586,1.6693271372563632,0.8154591747824255,-2.872790649180636,0,0,0,0,0,0,0,6
523,-0.1127045924553064,-0.1134796945000689,-0.3600383560335859,0.1765920717392803,0.2315837762673747,0,0,0,0,0,0,0,6
275,-0.4579549022293965,0.4090211459307744,-0.3124751022846028,0.1914494462286558,0.7337619921486705,0,0,0,0,0,0,0,6
179,-0.1603253248379395,0.0765206111111468,0.0363220918746071,-0.1799849160057308,0.4826728842080227,0,0,0,0,0,0,0,6
37,0.1730198018404924,0.2427708785209606,-0.4234560276988969,0.2805936931649087,0.5739780143682583,0,0,0,0,0,0,0,6
772,1.9111765338066016,-0.8022308023407261,-0.8356708935234176,0.5183116849949161,0.5054991667480816,0,0,0,0,0,0,0,6
1001,-0.9460674091513862,-0.2797299619098827,-0.5978546247785019,0.1914494462286558,-0.3847258523142156,0,0,0,0,0,0,0,6
576,0.2801664497014169,-0.3984801529168925,0.7022076443603716,-0.8337093935382515,0.0717997984869624,0,0,0,0,0,0,0,6
733,2.3873838576329325,0.1240206875139507,0.4643913756154558,1.0383197921230574,-0.1336367443735676,0,0,0,0,0,0,0,6
940,0.7206582242407734,-2.53598359104307,0.4961002114481112,1.7366163931237044,-0.1564630269136266,0,0,0,0,0,0,0,6
373,-0.267471972698864,0.1240206875139507,0.0680309277072626,-0.1948422904951062,0.5283254492881405,0,0,0,0,0,0,0,6
297,-0.9579725922470445,0.3140209931251664,0.163157435205229,-0.2394144139632327,0.7565882746887295,0,0,0,0,0,0,0,6
1130,-1.148455521777577,-0.6359805349309122,2.2083773464115057,-2.037156727177664,-1.5488662618572195,1,0,0,0,0,0,0,0
238,-0.350808254368472,0.2427708785209606,0.0838853456235902,-0.1948422904951062,0.6881094270685527,0,0,0,0,0,0,0,6
205,-0.517480817707688,0.1002706493125487,0.2107206889542121,-0.3285586608994855,0.5511517318281994,0,0,0,0,0,0,0,6
227,-0.0412734938813567,-0.1847298091042748,0.1473030172889012,-0.2988439119207345,0.2315837762673747,0,0,0,0,0,0,0,6
357,0.2682612666057586,0.0765206111111468,-0.1222220872886701,-0.0165537966226006,0.4598466016679637,0,0,0,0,0,0,0,6
927,-0.2198512403162309,0.1477707257153527,0.0046132560419516,0.0428757013349011,-0.772772655495217,0,0,0,0,0,0,0,6
763,1.077813717110522,-0.5409803821253043,-0.5661457889458464,0.2360215696967822,0.2544100588074336,0,0,0,0,0,0,0,6
240,-0.5651015500903211,0.4327711841321763,0.0363220918746071,-0.1056980435588534,0.8478934048489651,0,0,0,0,0,0,0,6
15,-1.5770421132212753,-0.042229579895863,-0.2807662664519473,0.102305199292403,0.3228889064276103,0,0,0,0,0,0,0,6
894,-0.3031875219858388,0.2427708785209606,-0.8039620576907623,-0.3731307843676118,0.2087574937273158,0,0,0,0,0,0,0,6
1023,1.0897189002061802,-2.7259838966542853,-1.86620805808472,-1.5765781180070244,-1.5716925443972785,0,0,0,0,0,0,0,6
453,-0.43414453603808,-0.1134796945000689,-0.1539309231213255,-0.0165537966226006,0.2544100588074336,0,0,0,0,0,0,0,6
921,1.256391463545396,-1.3484816809729712,-0.6454178785274851,0.577741182952418,0.7337619921486705,0,0,0,0,0,0,0,6
184,-1.0174985077253358,0.0527705729097448,0.1790118531215566,-0.31370128641011,0.4826728842080227,0,0,0,0,0,0,0,6
72,-1.398464366786401,0.2190208403195586,-0.011241161874376,-0.1056980435588534,0.619630579448376,0,0,0,0,0,0,0,6
1102,0.196830168031809,-1.9422326360080204,0.6070811368624053,-0.2394144139632327,1.8979024016916743,0,0,0,0,0,0,0,6
1051,-0.0412734938813567,0.5277713369377842,-0.4393104456152246,0.7114575533567972,-0.3618995697741567,0,0,0,0,0,0,0,6
14,-0.2198512403162309,0.0527705729097448,-0.2332030127029642,0.0874478248030275,0.414194036587846,0,0,0,0,0,0,0,6
593,1.0182878016322303,-0.4934803057225004,0.7814797339420102,-0.9079962659851288,0.0033209508667857,0,0,0,0,0,0,0,6
