,multiclase1,ova_5,ova_1,ova_8,ova_6,ova_2,ova_3,ova_4,ova_7,ova_9
622,3,0,0,0,0,0,1,0,0,0
623,4,0,0,0,0,0,0,1,0,0
624,4,0,0,0,0,0,0,1,0,0
625,1,0,1,0,0,0,0,0,0,0
626,1,0,1,0,0,0,0,0,0,0
627,5,1,0,0,0,0,0,0,0,0
628,7,0,0,0,0,0,0,0,1,0
629,9,0,0,0,0,0,0,0,0,1
630,1,0,1,0,0,0,0,0,0,0
631,1,0,1,0,0,0,0,0,0,0
632,4,0,0,0,0,0,0,1,0,0
633,1,0,1,0,0,0,0,0,0,0
634,9,0,0,0,0,0,0,0,0,1
635,4,0,0,0,0,0,0,1,0,0
636,2,0,0,0,0,1,0,0,0,0
637,1,0,1,0,0,0,0,0,0,0
638,3,0,0,0,0,0,1,0,0,0
639,1,0,1,0,0,0,0,0,0,0
640,1,0,1,0,0,0,0,0,0,0
641,2,0,0,0,0,1,0,0,0,0
642,1,0,1,0,0,0,0,0,0,0
643,1,0,1,0,0,0,0,0,0,0
644,1,0,1,0,0,0,0,0,0,0
645,4,0,0,0,0,0,0,1,0,0
646,1,0,1,0,0,0,0,0,0,0
647,1,0,1,0,0,0,0,0,0,0
648,1,0,1,0,0,0,0,0,0,0
649,1,0,1,0,0,0,0,0,0,0
650,5,1,0,0,0,0,0,0,0,0
651,1,0,1,0,0,0,0,0,0,0
652,3,0,0,0,0,0,1,0,0,0
653,4,0,0,0,0,0,0,1,0,0
654,3,0,0,0,0,0,1,0,0,0
655,2,0,0,0,0,1,0,0,0,0
656,5,1,0,0,0,0,0,0,0,0
657,3,0,0,0,0,0,1,0,0,0
658,2,0,0,0,0,1,0,0,0,0
659,7,0,0,0,0,0,0,0,1,0
660,2,0,0,0,0,1,0,0,0,0
661,1,0,1,0,0,0,0,0,0,0
662,1,0,1,0,0,0,0,0,0,0
663,1,0,1,0,0,0,0,0,0,0
664,2,0,0,0,0,1,0,0,0,0
665,2,0,0,0,0,1,0,0,0,0
666,2,0,0,0,0,1,0,0,0,0
667,1,0,1,0,0,0,0,0,0,0
668,1,0,1,0,0,0,0,0,0,0
669,5,1,0,0,0,0,0,0,0,0
670,8,0,0,1,0,0,0,0,0,0
671,6,0,0,0,1,0,0,0,0,0
672,2,0,0,0,0,1,0,0,0,0
673,2,0,0,0,0,1,0,0,0,0
674,6,0,0,0,1,0,0,0,0,0
675,1,0,1,0,0,0,0,0,0,0
676,2,0,0,0,0,1,0,0,0,0
677,1,0,1,0,0,0,0,0,0,0
678,1,0,1,0,0,0,0,0,0,0
679,8,0,0,1,0,0,0,0,0,0
680,5,1,0,0,0,0,0,0,0,0
681,1,0,1,0,0,0,0,0,0,0
682,5,1,0,0,0,0,0,0,0,0
683,6,0,0,0,1,0,0,0,0,0
684,1,0,1,0,0,0,0,0,0,0
685,1,0,1,0,0,0,0,0,0,0
686,2,0,0,0,0,1,0,0,0,0
687,6,0,0,0,1,0,0,0,0,0
688,3,0,0,0,0,0,1,0,0,0
689,3,0,0,0,0,0,1,0,0,0
690,7,0,0,0,0,0,0,0,1,0
691,2,0,0,0,0,1,0,0,0,0
692,1,0,1,0,0,0,0,0,0,0
693,2,0,0,0,0,1,0,0,0,0
694,3,0,0,0,0,0,1,0,0,0
695,1,0,1,0,0,0,0,0,0,0
696,1,0,1,0,0,0,0,0,0,0
697,1,0,1,0,0,0,0,0,0,0
698,2,0,0,0,0,1,0,0,0,0
699,1,0,1,0,0,0,0,0,0,0
700,8,0,0,1,0,0,0,0,0,0
701,3,0,0,0,0,0,1,0,0,0
702,4,0,0,0,0,0,0,1,0,0
703,1,0,1,0,0,0,0,0,0,0
704,7,0,0,0,0,0,0,0,1,0
705,4,0,0,0,0,0,0,1,0,0
706,5,1,0,0,0,0,0,0,0,0
707,1,0,1,0,0,0,0,0,0,0
708,5,1,0,0,0,0,0,0,0,0
709,2,0,0,0,0,1,0,0,0,0
710,4,0,0,0,0,0,0,1,0,0
711,1,0,1,0,0,0,0,0,0,0
712,3,0,0,0,0,0,1,0,0,0
713,4,0,0,0,0,0,0,1,0,0
714,1,0,1,0,0,0,0,0,0,0
715,1,0,1,0,0,0,0,0,0,0
716,1,0,1,0,0,0,0,0,0,0
717,3,0,0,0,0,0,1,0,0,0
718,1,0,1,0,0,0,0,0,0,0
719,3,0,0,0,0,0,1,0,0,0
720,2,0,0,0,0,1,0,0,0,0
721,1,0,1,0,0,0,0,0,0,0
722,3,0,0,0,0,0,1,0,0,0
723,1,0,1,0,0,0,0,0,0,0
724,1,0,1,0,0,0,0,0,0,0
725,2,0,0,0,0,1,0,0,0,0
726,2,0,0,0,0,1,0,0,0,0
727,1,0,1,0,0,0,0,0,0,0
728,1,0,1,0,0,0,0,0,0,0
729,6,0,0,0,1,0,0,0,0,0
730,4,0,0,0,0,0,0,1,0,0
731,1,0,1,0,0,0,0,0,0,0
732,2,0,0,0,0,1,0,0,0,0
733,5,1,0,0,0,0,0,0,0,0
734,6,0,0,0,1,0,0,0,0,0
735,1,0,1,0,0,0,0,0,0,0
736,2,0,0,0,0,1,0,0,0,0
737,6,0,0,0,1,0,0,0,0,0
738,1,0,1,0,0,0,0,0,0,0
739,2,0,0,0,0,1,0,0,0,0
740,3,0,0,0,0,0,1,0,0,0
741,7,0,0,0,0,0,0,0,1,0
742,6,0,0,0,1,0,0,0,0,0
743,5,1,0,0,0,0,0,0,0,0
744,5,1,0,0,0,0,0,0,0,0
745,1,0,1,0,0,0,0,0,0,0
746,5,1,0,0,0,0,0,0,0,0
747,1,0,1,0,0,0,0,0,0,0
748,7,0,0,0,0,0,0,0,1,0
749,4,0,0,0,0,0,0,1,0,0
750,1,0,1,0,0,0,0,0,0,0
751,1,0,1,0,0,0,0,0,0,0
752,1,0,1,0,0,0,0,0,0,0
753,3,0,0,0,0,0,1,0,0,0
754,6,0,0,0,1,0,0,0,0,0
755,1,0,1,0,0,0,0,0,0,0
756,2,0,0,0,0,1,0,0,0,0
757,3,0,0,0,0,0,1,0,0,0
758,2,0,0,0,0,1,0,0,0,0
759,3,0,0,0,0,0,1,0,0,0
760,5,1,0,0,0,0,0,0,0,0
761,1,0,1,0,0,0,0,0,0,0
762,4,0,0,0,0,0,0,1,0,0
763,2,0,0,0,0,1,0,0,0,0
764,1,0,1,0,0,0,0,0,0,0
765,1,0,1,0,0,0,0,0,0,0
766,1,0,1,0,0,0,0,0,0,0
767,1,0,1,0,0,0,0,0,0,0
768,1,0,1,0,0,0,0,0,0,0
769,2,0,0,0,0,1,0,0,0,0
770,2,0,0,0,0,1,0,0,0,0
771,1,0,1,0,0,0,0,0,0,0
772,3,0,0,0,0,0,1,0,0,0
773,5,1,0,0,0,0,0,0,0,0
774,4,0,0,0,0,0,0,1,0,0
775,4,0,0,0,0,0,0,1,0,0
776,4,0,0,0,0,0,0,1,0,0
777,2,0,0,0,0,1,0,0,0,0
778,3,0,0,0,0,0,1,0,0,0
779,1,0,1,0,0,0,0,0,0,0
780,1,0,1,0,0,0,0,0,0,0
781,4,0,0,0,0,0,0,1,0,0
782,1,0,1,0,0,0,0,0,0,0
783,3,0,0,0,0,0,1,0,0,0
784,6,0,0,0,1,0,0,0,0,0
785,2,0,0,0,0,1,0,0,0,0
786,1,0,1,0,0,0,0,0,0,0
787,1,0,1,0,0,0,0,0,0,0
788,1,0,1,0,0,0,0,0,0,0
789,9,0,0,0,0,0,0,0,0,1
790,1,0,1,0,0,0,0,0,0,0
791,1,0,1,0,0,0,0,0,0,0
792,1,0,1,0,0,0,0,0,0,0
793,1,0,1,0,0,0,0,0,0,0
794,3,0,0,0,0,0,1,0,0,0
795,8,0,0,1,0,0,0,0,0,0
796,3,0,0,0,0,0,1,0,0,0
797,2,0,0,0,0,1,0,0,0,0
798,1,0,1,0,0,0,0,0,0,0
799,1,0,1,0,0,0,0,0,0,0
800,4,0,0,0,0,0,0,1,0,0
801,1,0,1,0,0,0,0,0,0,0
802,1,0,1,0,0,0,0,0,0,0
803,5,1,0,0,0,0,0,0,0,0
804,1,0,1,0,0,0,0,0,0,0
805,9,0,0,0,0,0,0,0,0,1
806,1,0,1,0,0,0,0,0,0,0
807,3,0,0,0,0,0,1,0,0,0
808,1,0,1,0,0,0,0,0,0,0
809,2,0,0,0,0,1,0,0,0,0
810,8,0,0,1,0,0,0,0,0,0
811,1,0,1,0,0,0,0,0,0,0
812,2,0,0,0,0,1,0,0,0,0
813,2,0,0,0,0,1,0,0,0,0
814,1,0,1,0,0,0,0,0,0,0
815,4,0,0,0,0,0,0,1,0,0
816,5,1,0,0,0,0,0,0,0,0
817,8,0,0,1,0,0,0,0,0,0
818,1,0,1,0,0,0,0,0,0,0
819,4,0,0,0,0,0,0,1,0,0
820,2,0,0,0,0,1,0,0,0,0
821,4,0,0,0,0,0,0,1,0,0
822,3,0,0,0,0,0,1,0,0,0
823,3,0,0,0,0,0,1,0,0,0
824,2,0,0,0,0,1,0,0,0,0
825,1,0,1,0,0,0,0,0,0,0
826,4,0,0,0,0,0,0,1,0,0
827,5,1,0,0,0,0,0,0,0,0
828,1,0,1,0,0,0,0,0,0,0
829,1,0,1,0,0,0,0,0,0,0
830,1,0,1,0,0,0,0,0,0,0
831,9,0,0,0,0,0,0,0,0,1
832,1,0,1,0,0,0,0,0,0,0
833,4,0,0,0,0,0,0,1,0,0
834,7,0,0,0,0,0,0,0,1,0
835,1,0,1,0,0,0,0,0,0,0
836,1,0,1,0,0,0,0,0,0,0
837,1,0,1,0,0,0,0,0,0,0
838,4,0,0,0,0,0,0,1,0,0
839,2,0,0,0,0,1,0,0,0,0
840,4,0,0,0,0,0,0,1,0,0
841,2,0,0,0,0,1,0,0,0,0
842,3,0,0,0,0,0,1,0,0,0
843,2,0,0,0,0,1,0,0,0,0
844,2,0,0,0,0,1,0,0,0,0
845,5,1,0,0,0,0,0,0,0,0
846,6,0,0,0,1,0,0,0,0,0
847,3,0,0,0,0,0,1,0,0,0
848,6,0,0,0,1,0,0,0,0,0
849,4,0,0,0,0,0,0,1,0,0
850,1,0,1,0,0,0,0,0,0,0
851,1,0,1,0,0,0,0,0,0,0
852,2,0,0,0,0,1,0,0,0,0
853,4,0,0,0,0,0,0,1,0,0
854,5,1,0,0,0,0,0,0,0,0
855,2,0,0,0,0,1,0,0,0,0
856,4,0,0,0,0,0,0,1,0,0
857,1,0,1,0,0,0,0,0,0,0
858,6,0,0,0,1,0,0,0,0,0
859,5,1,0,0,0,0,0,0,0,0
860,2,0,0,0,0,1,0,0,0,0
861,4,0,0,0,0,0,0,1,0,0
862,6,0,0,0,1,0,0,0,0,0
863,3,0,0,0,0,0,1,0,0,0
864,3,0,0,0,0,0,1,0,0,0
865,3,0,0,0,0,0,1,0,0,0
866,5,1,0,0,0,0,0,0,0,0
867,1,0,1,0,0,0,0,0,0,0
868,1,0,1,0,0,0,0,0,0,0
869,1,0,1,0,0,0,0,0,0,0
870,4,0,0,0,0,0,0,1,0,0
871,4,0,0,0,0,0,0,1,0,0
872,5,1,0,0,0,0,0,0,0,0
873,4,0,0,0,0,0,0,1,0,0
874,4,0,0,0,0,0,0,1,0,0
875,1,0,1,0,0,0,0,0,0,0
876,2,0,0,0,0,1,0,0,0,0
877,1,0,1,0,0,0,0,0,0,0
878,4,0,0,0,0,0,0,1,0,0
879,2,0,0,0,0,1,0,0,0,0
880,4,0,0,0,0,0,0,1,0,0
881,2,0,0,0,0,1,0,0,0,0
882,3,0,0,0,0,0,1,0,0,0
883,1,0,1,0,0,0,0,0,0,0
884,2,0,0,0,0,1,0,0,0,0
885,1,0,1,0,0,0,0,0,0,0
886,4,0,0,0,0,0,0,1,0,0
887,4,0,0,0,0,0,0,1,0,0
888,2,0,0,0,0,1,0,0,0,0
889,4,0,0,0,0,0,0,1,0,0
890,2,0,0,0,0,1,0,0,0,0
891,1,0,1,0,0,0,0,0,0,0
892,4,0,0,0,0,0,0,1,0,0
893,1,0,1,0,0,0,0,0,0,0
894,2,0,0,0,0,1,0,0,0,0
895,1,0,1,0,0,0,0,0,0,0
896,1,0,1,0,0,0,0,0,0,0
897,8,0,0,1,0,0,0,0,0,0
898,7,0,0,0,0,0,0,0,1,0
899,1,0,1,0,0,0,0,0,0,0
900,1,0,1,0,0,0,0,0,0,0
901,1,0,1,0,0,0,0,0,0,0
902,1,0,1,0,0,0,0,0,0,0
903,5,1,0,0,0,0,0,0,0,0
904,1,0,1,0,0,0,0,0,0,0
905,1,0,1,0,0,0,0,0,0,0
906,2,0,0,0,0,1,0,0,0,0
907,3,0,0,0,0,0,1,0,0,0
908,1,0,1,0,0,0,0,0,0,0
909,4,0,0,0,0,0,0,1,0,0
910,4,0,0,0,0,0,0,1,0,0
911,1,0,1,0,0,0,0,0,0,0
